scenario_number,qualifying_groups,slot_74,slot_77,slot_79,slot_80,slot_81,slot_82,slot_85,slot_87,source_url
331,A-B-D-F-G-H-J-K,D,F,H,K,B,A,G,J,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
332,A-B-D-F-G-H-I-L,D,F,H,I,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
333,A-B-D-F-G-H-I-K,D,F,H,K,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
334,A-B-D-F-G-H-I-J,D,F,H,J,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
335,A-B-D-E-I-J-K-L,A,D,E,K,B,I,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
336,A-B-D-E-H-J-K-L,D,H,E,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
337,A-B-D-E-H-I-K-L,D,H,E,K,B,A,I,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
338,A-B-D-E-H-I-J-L,D,H,E,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
339,A-B-D-E-H-I-J-K,D,H,E,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
340,A-B-D-E-G-J-K-L,D,G,E,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
341,A-B-D-E-G-I-K-L,A,D,E,K,B,I,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
342,A-B-D-E-G-I-J-L,D,G,E,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
343,A-B-D-E-G-I-J-K,D,G,E,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
344,A-B-D-E-G-H-K-L,D,H,E,K,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
345,A-B-D-E-G-H-J-L,D,G,H,E,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
346,A-B-D-E-G-H-J-K,D,G,H,K,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
347,A-B-D-E-G-H-I-L,D,H,E,I,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
348,A-B-D-E-G-H-I-K,D,H,E,K,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
349,A-B-D-E-G-H-I-J,D,G,H,I,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
350,A-B-D-E-F-J-K-L,D,F,E,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
351,A-B-D-E-F-I-K-L,D,F,E,K,B,A,I,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
352,A-B-D-E-F-I-J-L,D,F,E,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
353,A-B-D-E-F-I-J-K,D,F,E,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
354,A-B-D-E-F-H-K-L,D,F,H,K,B,A,E,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
355,A-B-D-E-F-H-J-L,D,F,H,E,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
356,A-B-D-E-F-H-J-K,D,F,H,K,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
357,A-B-D-E-F-H-I-L,D,F,H,I,B,A,E,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
358,A-B-D-E-F-H-I-K,D,F,H,K,B,A,E,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
359,A-B-D-E-F-H-I-J,D,F,H,I,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
360,A-B-D-E-F-G-K-L,D,F,E,K,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
361,A-B-D-E-F-G-J-L,D,F,E,J,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
362,A-B-D-E-F-G-J-K,D,F,E,K,B,A,G,J,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
363,A-B-D-E-F-G-I-L,D,F,E,I,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
364,A-B-D-E-F-G-I-K,D,F,E,K,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
365,A-B-D-E-F-G-I-J,D,F,E,J,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
366,A-B-D-E-F-G-H-L,D,F,H,E,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
367,A-B-D-E-F-G-H-K,D,F,H,K,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
368,A-B-D-E-F-G-H-J,D,F,H,J,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
369,A-B-D-E-F-G-H-I,D,F,H,I,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
370,A-B-C-H-I-J-K-L,C,H,I,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
371,A-B-C-G-I-J-K-L,C,G,I,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
372,A-B-C-G-H-J-K-L,C,G,H,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
373,A-B-C-G-H-I-K-L,C,H,I,K,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
374,A-B-C-G-H-I-J-L,C,G,H,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
375,A-B-C-G-H-I-J-K,C,G,H,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
376,A-B-C-F-I-J-K-L,C,F,I,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
377,A-B-C-F-H-J-K-L,C,F,H,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
378,A-B-C-F-H-I-K-L,C,F,H,K,B,A,I,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
379,A-B-C-F-H-I-J-L,C,F,H,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
380,A-B-C-F-H-I-J-K,C,F,H,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
381,A-B-C-F-G-J-K-L,F,G,C,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
382,A-B-C-F-G-I-K-L,C,F,I,K,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
383,A-B-C-F-G-I-J-L,F,G,C,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
384,A-B-C-F-G-I-J-K,F,G,C,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
385,A-B-C-F-G-H-K-L,C,F,H,K,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
386,A-B-C-F-G-H-J-L,C,F,H,J,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
387,A-B-C-F-G-H-J-K,C,F,H,K,B,A,G,J,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
388,A-B-C-F-G-H-I-L,C,F,H,I,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
389,A-B-C-F-G-H-I-K,C,F,H,K,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
390,A-B-C-F-G-H-I-J,C,F,H,J,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
391,A-B-C-E-I-J-K-L,A,C,E,K,B,I,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
392,A-B-C-E-H-J-K-L,C,H,E,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
393,A-B-C-E-H-I-K-L,C,H,E,K,B,A,I,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
394,A-B-C-E-H-I-J-L,C,H,E,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
395,A-B-C-E-H-I-J-K,C,H,E,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
396,A-B-C-E-G-J-K-L,C,G,E,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
397,A-B-C-E-G-I-K-L,A,C,E,K,B,I,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
398,A-B-C-E-G-I-J-L,C,G,E,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
399,A-B-C-E-G-I-J-K,C,G,E,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
400,A-B-C-E-G-H-K-L,C,H,E,K,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
401,A-B-C-E-G-H-J-L,C,G,H,E,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
402,A-B-C-E-G-H-J-K,C,G,H,K,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
403,A-B-C-E-G-H-I-L,C,H,E,I,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
404,A-B-C-E-G-H-I-K,C,H,E,K,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
405,A-B-C-E-G-H-I-J,C,G,H,I,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
406,A-B-C-E-F-J-K-L,C,F,E,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
407,A-B-C-E-F-I-K-L,C,F,E,K,B,A,I,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
408,A-B-C-E-F-I-J-L,C,F,E,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
409,A-B-C-E-F-I-J-K,C,F,E,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
410,A-B-C-E-F-H-K-L,C,F,H,K,B,A,E,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
411,A-B-C-E-F-H-J-L,C,F,H,E,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
412,A-B-C-E-F-H-J-K,C,F,H,K,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
413,A-B-C-E-F-H-I-L,C,F,H,I,B,A,E,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
414,A-B-C-E-F-H-I-K,C,F,H,K,B,A,E,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
415,A-B-C-E-F-H-I-J,C,F,H,I,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
416,A-B-C-E-F-G-K-L,C,F,E,K,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
417,A-B-C-E-F-G-J-L,C,F,E,J,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
418,A-B-C-E-F-G-J-K,C,F,E,K,B,A,G,J,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
419,A-B-C-E-F-G-I-L,C,F,E,I,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
420,A-B-C-E-F-G-I-K,C,F,E,K,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
421,A-B-C-E-F-G-I-J,C,F,E,J,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
422,A-B-C-E-F-G-H-L,C,F,H,E,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
423,A-B-C-E-F-G-H-K,C,F,H,K,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
424,A-B-C-E-F-G-H-J,C,F,H,J,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
425,A-B-C-E-F-G-H-I,C,F,H,I,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
426,A-B-C-D-I-J-K-L,C,D,I,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
427,A-B-C-D-H-J-K-L,C,D,H,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
428,A-B-C-D-H-I-K-L,C,D,H,K,B,A,I,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
429,A-B-C-D-H-I-J-L,C,D,H,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
430,A-B-C-D-H-I-J-K,C,D,H,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
431,A-B-C-D-G-J-K-L,D,G,C,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
432,A-B-C-D-G-I-K-L,C,D,I,K,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
433,A-B-C-D-G-I-J-L,D,G,C,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
434,A-B-C-D-G-I-J-K,D,G,C,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
435,A-B-C-D-G-H-K-L,C,D,H,K,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
436,A-B-C-D-G-H-J-L,C,D,H,J,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
437,A-B-C-D-G-H-J-K,C,D,H,K,B,A,G,J,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
438,A-B-C-D-G-H-I-L,C,D,H,I,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
439,A-B-C-D-G-H-I-K,C,D,H,K,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
440,A-B-C-D-G-H-I-J,C,D,H,J,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
441,A-B-C-D-F-J-K-L,D,F,C,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
442,A-B-C-D-F-I-K-L,D,F,C,K,B,A,I,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
443,A-B-C-D-F-I-J-L,D,F,C,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
444,A-B-C-D-F-I-J-K,D,F,C,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
445,A-B-C-D-F-H-K-L,C,D,H,K,B,A,F,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
446,A-B-C-D-F-H-J-L,D,F,C,H,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
447,A-B-C-D-F-H-J-K,C,F,H,K,B,A,J,D,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
448,A-B-C-D-F-H-I-L,C,D,H,I,B,A,F,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
449,A-B-C-D-F-H-I-K,C,D,H,K,B,A,F,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
450,A-B-C-D-F-H-I-J,C,F,H,I,B,A,J,D,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
451,A-B-C-D-F-G-K-L,D,F,C,K,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
452,A-B-C-D-F-G-J-L,D,F,C,J,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
453,A-B-C-D-F-G-J-K,D,F,C,K,B,A,G,J,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
454,A-B-C-D-F-G-I-L,D,F,C,I,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
455,A-B-C-D-F-G-I-K,D,F,C,K,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
456,A-B-C-D-F-G-I-J,D,F,C,J,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
457,A-B-C-D-F-G-H-L,D,F,C,H,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
458,A-B-C-D-F-G-H-K,C,F,H,K,B,A,G,D,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
459,A-B-C-D-F-G-H-J,C,F,H,J,B,A,G,D,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
460,A-B-C-D-F-G-H-I,C,F,H,I,B,A,G,D,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
461,A-B-C-D-E-J-K-L,C,D,E,K,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
462,A-B-C-D-E-I-K-L,C,D,E,K,B,A,I,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
463,A-B-C-D-E-I-J-L,C,D,E,I,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
464,A-B-C-D-E-I-J-K,C,D,E,K,B,A,J,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
465,A-B-C-D-E-H-K-L,C,D,H,K,B,A,E,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
466,A-B-C-D-E-H-J-L,C,D,H,E,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
467,A-B-C-D-E-H-J-K,C,D,H,K,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
468,A-B-C-D-E-H-I-L,C,D,H,I,B,A,E,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
469,A-B-C-D-E-H-I-K,C,D,H,K,B,A,E,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
470,A-B-C-D-E-H-I-J,C,D,H,I,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
471,A-B-C-D-E-G-K-L,C,D,E,K,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
472,A-B-C-D-E-G-J-L,C,D,E,J,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
473,A-B-C-D-E-G-J-K,C,D,E,K,B,A,G,J,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
474,A-B-C-D-E-G-I-L,C,D,E,I,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
475,A-B-C-D-E-G-I-K,C,D,E,K,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
476,A-B-C-D-E-G-I-J,C,D,E,J,B,A,G,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
477,A-B-C-D-E-G-H-L,C,D,H,E,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
478,A-B-C-D-E-G-H-K,C,D,H,K,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
479,A-B-C-D-E-G-H-J,C,D,H,J,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
480,A-B-C-D-E-G-H-I,C,D,H,I,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
481,A-B-C-D-E-F-K-L,D,F,C,K,B,A,E,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
482,A-B-C-D-E-F-J-L,D,F,C,E,B,A,J,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
483,A-B-C-D-E-F-J-K,D,F,C,K,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
484,A-B-C-D-E-F-I-L,D,F,C,I,B,A,E,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
485,A-B-C-D-E-F-I-K,D,F,C,K,B,A,E,I,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
486,A-B-C-D-E-F-I-J,D,F,C,I,B,A,J,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
487,A-B-C-D-E-F-H-L,C,D,H,E,B,A,F,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
488,A-B-C-D-E-F-H-K,C,F,H,K,B,A,E,D,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
489,A-B-C-D-E-F-H-J,C,F,H,E,B,A,J,D,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
490,A-B-C-D-E-F-H-I,C,F,H,I,B,A,E,D,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
491,A-B-C-D-E-F-G-L,D,F,C,E,B,A,G,L,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
492,A-B-C-D-E-F-G-K,D,F,C,K,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
493,A-B-C-D-E-F-G-J,D,F,C,J,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
494,A-B-C-D-E-F-G-I,D,F,C,I,B,A,G,E,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
495,A-B-C-D-E-F-G-H,C,F,H,E,B,A,G,D,https://en.wikipedia.org/wiki/Template:2026_FIFA_World_Cup_third-place_table
